when,stimType,stimPos,resp,rt,initWheelPos,finalWheelPos,tone,dist,cue,cuePos,trialNum,subj,phase,bias,sex,hand,age,acc,err
957667,Right,2,Right,730,30,44,Sound_1,Congruent,y,2,1,RT_1-1,experiment,rt,Female,Right,20,1,0
968892,Right,4,None,1001,-55,-54,None,None,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,0,1
977953,Left,1,Left,665,31,32,None,Congruent,y,1,1,RT_1-1,experiment,rt,Female,Right,20,1,0
985615,Left,2,Left,633,0,0,Sound_1,Incongruent,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,1,0
993977,Right,1,Right,697,47,46,Sound_1,Incongruent,y,1,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1001839,Left,1,Left,531,-11,-11,Sound_1,None,y,1,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1009401,Right,6,Right,597,40,29,Sound_1,None,y,6,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1016929,Right,5,Right,531,1,4,Sound_1,None,y,5,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1024457,Left,4,Left,598,-36,-35,Sound_1,Congruent,y,4,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1032020,Left,4,Left,563,4,1,Sound_1,None,y,4,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1039581,Right,6,Right,566,51,47,None,Congruent,y,6,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1048409,Left,7,Left,398,0,1,Sound_1,None,y,7,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1055807,Left,3,Left,730,56,47,None,Congruent,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1063167,Left,4,Left,598,3,4,Sound_1,Congruent,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1074060,Left,8,Left,733,-35,-37,None,Incongruent,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1083289,Right,4,Right,531,31,29,None,None,y,4,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1093949,Right,1,Right,398,-41,-40,Sound_1,None,y,1,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1101744,Right,2,Right,532,-2,-1,None,Congruent,y,2,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1109274,Left,3,Left,564,-42,-46,Sound_1,None,y,3,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1119833,Right,4,Right,565,31,30,Sound_1,Congruent,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1131627,Right,2,Right,432,-50,-49,None,None,y,2,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1141057,Left,3,Left,561,42,27,Sound_1,Congruent,y,3,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1148653,Right,6,Right,529,6,8,None,None,y,6,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1156212,Right,1,Right,598,40,32,Sound_1,Congruent,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1166771,Left,2,Left,734,-34,-36,None,Congruent,y,2,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1177931,Right,3,Right,365,31,32,Sound_1,None,y,3,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1188757,Left,4,Left,466,-45,-45,None,None,y,4,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1196221,Right,7,Right,563,4,2,Sound_1,Congruent,y,7,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1203782,Left,6,Left,465,-42,-41,Sound_1,Congruent,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1213443,Left,5,Left,599,36,37,None,None,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1220973,Left,1,Left,732,-2,0,None,None,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1228202,Left,4,Left,732,45,44,Sound_1,None,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1237928,Right,4,Left,599,-41,-46,Sound_1,Incongruent,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,0,1
1247390,Left,5,Left,633,37,43,Sound_1,Congruent,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1256984,Right,3,Right,633,-44,-28,None,Incongruent,y,3,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1264579,Left,7,Left,565,3,5,None,None,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1271641,Left,5,Left,532,48,46,None,Incongruent,y,5,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1279771,Right,8,Right,630,-11,-8,Sound_1,None,y,8,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1287398,Right,2,Right,634,-38,-37,None,Incongruent,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1296827,Right,1,Right,732,35,36,None,Incongruent,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1306087,Right,7,Right,531,-40,-39,Sound_1,None,y,7,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1318013,Right,7,Right,468,40,36,Sound_1,Congruent,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1327442,Left,1,Left,566,-43,-45,Sound_1,Congruent,y,1,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1335004,Right,6,Right,501,3,2,Sound_1,Congruent,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1342500,Left,8,Right,434,49,42,None,Incongruent,y,8,1,RT_1-1,experiment,rt,Female,Right,20,0,1
1351794,Left,1,Left,601,-51,-52,None,None,y,1,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1359424,Left,1,Left,732,-1,-1,Sound_1,Congruent,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1367153,Left,6,Left,498,41,44,None,None,y,6,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1376646,Left,7,Right,933,-55,-56,None,Congruent,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,0,1
1384075,Right,3,Left,935,5,5,None,Incongruent,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,0,1
1391305,Right,5,None,1001,55,54,Sound_1,None,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,0,1
1400733,Left,8,None,1001,-47,-44,Sound_1,Incongruent,y,8,1,RT_1-1,experiment,rt,Female,Right,20,0,1
1410993,Right,8,None,1001,36,39,Sound_1,Congruent,y,8,1,RT_1-1,experiment,rt,Female,Right,20,0,1
1420387,Left,6,Left,498,-36,-39,Sound_1,None,y,6,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1427883,Right,8,None,1001,1,3,Sound_1,Incongruent,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,0,1
1435278,Right,7,None,1001,49,34,None,Incongruent,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,0,1
1444138,Left,5,None,1001,-40,-42,None,Incongruent,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,0,1
1451033,Right,4,None,1001,3,2,None,Congruent,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,0,1
1457928,Left,4,Left,831,45,42,Sound_1,Incongruent,y,4,1,RT_1-1,experiment,rt,Female,Right,20,1,0
1465758,Right,5,None,1001,-6,-3,Sound_1,Incongruent,n,NA,1,RT_1-1,experiment,rt,Female,Right,20,0,1
1066,Right,5,Left,602,-1,1,Sound_1,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,0,1
9294,Right,1,Right,397,-38,-38,Sound_1,None,y,1,1,RT_6-1,experiment,rt,Other,Right,20,1,0
16655,Left,2,Left,498,0,-4,Sound_1,Congruent,y,2,1,RT_6-1,experiment,rt,Other,Right,20,1,0
24119,Right,4,Right,799,-40,-36,None,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
32479,Right,8,Right,632,-7,0,None,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
40207,Left,6,Left,466,-33,-28,Sound_1,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
47735,Left,1,Left,566,2,-2,Sound_1,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
55297,Right,4,Right,365,-47,-46,Sound_1,None,y,4,1,RT_6-1,experiment,rt,Other,Right,20,1,0
66690,Right,7,Right,836,43,42,None,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
73985,Right,2,Right,607,-2,3,None,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
82447,Left,8,Right,599,-57,-56,None,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,0,1
89442,Left,5,Right,532,3,1,Sound_1,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,0,1
97203,Right,4,Right,802,30,38,None,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
104499,Left,1,Left,599,-1,-1,None,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
111627,Right,2,Right,733,-33,-32,None,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
122354,Right,2,Right,473,44,42,None,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
132081,Right,6,Right,565,-56,-29,Sound_1,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
139676,Left,6,Left,466,0,-1,Sound_1,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
148237,Right,4,Right,399,32,33,None,None,y,4,1,RT_6-1,experiment,rt,Other,Right,20,1,0
155634,Left,7,Left,664,0,0,None,Incongruent,y,7,1,RT_6-1,experiment,rt,Other,Right,20,1,0
163294,Left,3,Left,532,-36,-34,None,Incongruent,y,3,1,RT_6-1,experiment,rt,Other,Right,20,1,0
172788,Left,5,Left,699,35,27,None,Incongruent,y,5,1,RT_6-1,experiment,rt,Other,Right,20,1,0
182415,Left,1,Left,534,-40,-38,None,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
191579,Right,5,Right,562,35,32,None,Incongruent,y,5,1,RT_6-1,experiment,rt,Other,Right,20,1,0
203635,Left,2,Left,499,-39,-40,Sound_1,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
213296,Right,4,Left,497,37,32,Sound_1,Incongruent,y,4,1,RT_6-1,experiment,rt,Other,Right,20,0,1
223222,Right,7,Right,533,-42,-38,None,Congruent,y,7,1,RT_6-1,experiment,rt,Other,Right,20,1,0
234248,Left,2,Left,566,35,30,Sound_1,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
241844,Left,6,Left,597,-1,-5,Sound_1,Incongruent,y,6,1,RT_6-1,experiment,rt,Other,Right,20,1,0
250838,Right,3,Right,799,44,42,None,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
260133,Left,4,Left,468,-37,-32,None,None,y,4,1,RT_6-1,experiment,rt,Other,Right,20,1,0
267529,Right,7,Right,664,0,-1,None,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
274690,Left,7,Left,334,-31,-33,None,None,y,7,1,RT_6-1,experiment,rt,Other,Right,20,1,0
284050,Right,2,Right,399,31,32,None,Incongruent,y,2,1,RT_6-1,experiment,rt,Other,Right,20,1,0
291511,Left,4,Left,566,-2,-4,Sound_1,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
299073,Left,2,Left,600,-34,-32,None,Congruent,y,2,1,RT_6-1,experiment,rt,Other,Right,20,1,0
306668,Left,2,Left,532,-1,-3,None,None,y,2,1,RT_6-1,experiment,rt,Other,Right,20,1,0
314197,Left,8,Left,664,-34,-31,Sound_1,Incongruent,y,8,1,RT_6-1,experiment,rt,Other,Right,20,1,0
321858,Right,1,Right,532,-1,0,None,Incongruent,y,1,1,RT_6-1,experiment,rt,Other,Right,20,1,0
329387,Right,7,Left,599,-33,-39,Sound_1,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,0,1
336949,Right,5,Right,498,1,1,None,Congruent,y,5,1,RT_6-1,experiment,rt,Other,Right,20,1,0
346409,Right,8,Right,467,35,32,None,Incongruent,y,8,1,RT_6-1,experiment,rt,Other,Right,20,1,0
353871,Right,4,Right,632,0,-1,None,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
361000,Left,3,Left,705,42,40,None,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
370527,Left,6,Left,531,-30,-36,Sound_1,None,y,6,1,RT_6-1,experiment,rt,Other,Right,20,1,0
380087,Left,8,Left,566,51,53,None,Incongruent,y,8,1,RT_6-1,experiment,rt,Other,Right,20,1,0
389615,Right,3,Right,665,-39,-33,None,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
398742,Right,7,Right,498,44,37,None,None,y,7,1,RT_6-1,experiment,rt,Other,Right,20,1,0
408171,Right,8,Right,433,-35,-31,Sound_1,Incongruent,y,8,1,RT_6-1,experiment,rt,Other,Right,20,1,0
415571,Right,7,Right,533,2,-1,Sound_1,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
423102,Right,2,Right,466,43,43,Sound_1,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
432564,Right,2,Right,365,-52,-50,Sound_1,Incongruent,y,2,1,RT_6-1,experiment,rt,Other,Right,20,1,0
442026,Left,4,Left,666,42,55,None,Congruent,y,4,1,RT_6-1,experiment,rt,Other,Right,20,1,0
451687,Right,5,Right,402,-45,-42,None,None,y,5,1,RT_6-1,experiment,rt,Other,Right,20,1,0
461081,Right,1,Right,633,39,38,None,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
468310,Right,3,Left,531,0,0,Sound_1,Incongruent,y,3,1,RT_6-1,experiment,rt,Other,Right,20,0,1
475705,Left,1,Left,698,31,42,Sound_1,Incongruent,y,1,1,RT_6-1,experiment,rt,Other,Right,20,1,0
485466,Right,7,Right,498,-39,-42,Sound_1,None,y,7,1,RT_6-1,experiment,rt,Other,Right,20,1,0
494959,Left,5,Left,666,38,36,None,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
502055,Left,4,Left,531,1,4,Sound_1,None,y,4,1,RT_6-1,experiment,rt,Other,Right,20,1,0
509583,Left,7,Left,634,-52,-57,Sound_1,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
519210,Left,5,Left,800,6,8,None,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
526673,Right,3,Right,499,-31,-31,Sound_1,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
534136,Left,1,Left,531,3,4,Sound_1,None,y,1,1,RT_6-1,experiment,rt,Other,Right,20,1,0
542299,Left,6,Left,698,45,45,None,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
549627,Right,4,Right,501,-2,0,Sound_1,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
557091,Left,2,Left,498,33,33,Sound_1,None,y,2,1,RT_6-1,experiment,rt,Other,Right,20,1,0
566651,Right,1,Right,666,-36,-32,None,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
576079,Left,6,Left,365,41,39,Sound_1,Congruent,y,6,1,RT_6-1,experiment,rt,Other,Right,20,1,0
587240,Left,2,Left,865,-38,-37,None,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
597869,Left,8,Left,463,41,47,Sound_1,None,y,8,1,RT_6-1,experiment,rt,Other,Right,20,1,0
605296,Left,4,Left,599,0,2,None,Incongruent,y,4,1,RT_6-1,experiment,rt,Other,Right,20,1,0
612892,Right,8,Right,467,36,46,Sound_1,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
622354,Left,4,Left,671,-35,-46,None,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
631518,Left,7,Left,364,50,41,Sound_1,Incongruent,y,7,1,RT_6-1,experiment,rt,Other,Right,20,1,0
641177,Right,2,Right,665,-4,-7,Sound_1,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
648872,Left,4,Left,665,48,46,Sound_1,Incongruent,y,4,1,RT_6-1,experiment,rt,Other,Right,20,1,0
658535,Left,1,Left,465,-37,-35,None,None,y,1,1,RT_6-1,experiment,rt,Other,Right,20,1,0
665932,Right,1,Right,463,4,2,Sound_1,Congruent,y,1,1,RT_6-1,experiment,rt,Other,Right,20,1,0
673359,Right,3,Right,699,54,63,Sound_1,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
681121,Left,3,Left,599,-2,-1,None,Congruent,y,3,1,RT_6-1,experiment,rt,Other,Right,20,1,0
688717,Left,7,Left,566,-41,-41,None,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
697779,Left,5,Left,531,48,46,Sound_1,None,y,5,1,RT_6-1,experiment,rt,Other,Right,20,1,0
707307,Right,4,Right,666,-50,-51,Sound_1,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
716968,Right,1,Right,433,52,59,None,None,y,1,1,RT_6-1,experiment,rt,Other,Right,20,1,0
724364,Left,5,Left,498,-8,-4,Sound_1,Congruent,y,5,1,RT_6-1,experiment,rt,Other,Right,20,1,0
731794,Right,3,Right,465,37,36,None,Congruent,y,3,1,RT_6-1,experiment,rt,Other,Right,20,1,0
739289,Left,8,Left,465,-3,0,Sound_1,Congruent,y,8,1,RT_6-1,experiment,rt,Other,Right,20,1,0
746752,Left,3,Left,498,54,52,Sound_1,Congruent,y,3,1,RT_6-1,experiment,rt,Other,Right,20,1,0
757179,Left,5,Left,499,-49,-52,Sound_1,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
764642,Left,2,Left,699,0,0,None,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
771838,Right,5,Right,500,56,57,Sound_1,Congruent,y,5,1,RT_6-1,experiment,rt,Other,Right,20,1,0
782599,Right,6,Right,465,-51,-31,Sound_1,Congruent,y,6,1,RT_6-1,experiment,rt,Other,Right,20,1,0
794925,Right,6,Right,499,51,54,None,Congruent,y,6,1,RT_6-1,experiment,rt,Other,Right,20,1,0
802454,Right,6,Right,866,-4,-6,None,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
809783,Left,4,Left,498,-39,-40,Sound_1,Congruent,y,4,1,RT_6-1,experiment,rt,Other,Right,20,1,0
817281,Left,5,Left,467,4,1,None,None,y,5,1,RT_6-1,experiment,rt,Other,Right,20,1,0
824744,Left,2,Left,596,-46,-15,Sound_1,Incongruent,y,2,1,RT_6-1,experiment,rt,Other,Right,20,1,0
838834,Right,8,Right,499,46,51,Sound_1,Congruent,y,8,1,RT_6-1,experiment,rt,Other,Right,20,1,0
848329,Right,1,Right,366,-38,-33,None,Congruent,y,1,1,RT_6-1,experiment,rt,Other,Right,20,1,0
855626,Left,3,Right,500,7,8,Sound_1,Incongruent,y,3,1,RT_6-1,experiment,rt,Other,Right,20,0,1
862889,Right,5,Right,833,-42,-37,None,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
872216,Left,3,Left,499,38,36,None,None,y,3,1,RT_6-1,experiment,rt,Other,Right,20,1,0
879746,Left,3,Left,566,-3,-2,Sound_1,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
887309,Left,2,Left,636,37,38,None,Incongruent,y,2,1,RT_6-1,experiment,rt,Other,Right,20,1,0
896936,Left,1,Left,532,-47,-42,Sound_1,Congruent,y,1,1,RT_6-1,experiment,rt,Other,Right,20,1,0
906931,Right,6,Right,538,40,38,Sound_1,None,y,6,1,RT_6-1,experiment,rt,Other,Right,20,1,0
916426,Left,6,Left,732,-34,-33,None,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
927055,Right,8,Right,631,44,42,None,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
936182,Right,3,Left,498,-35,-42,None,Incongruent,y,3,1,RT_6-1,experiment,rt,Other,Right,20,0,1
943610,Left,7,Left,666,3,0,Sound_1,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
951273,Left,5,Left,698,-43,-31,Sound_1,Incongruent,y,5,1,RT_6-1,experiment,rt,Other,Right,20,1,0
962234,Left,3,Left,665,38,31,Sound_1,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
969929,Left,6,Left,736,-1,-1,None,Congruent,y,6,1,RT_6-1,experiment,rt,Other,Right,20,1,0
979657,Right,7,Right,598,58,59,Sound_1,Incongruent,y,7,1,RT_6-1,experiment,rt,Other,Right,20,1,0
992950,Left,4,Left,599,-34,-43,Sound_1,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1000545,Right,6,Right,565,5,3,Sound_1,Incongruent,y,6,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1008641,Left,5,Left,732,-36,-36,None,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1015905,Left,3,Left,798,5,3,None,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1024132,Right,7,Right,533,47,51,Sound_1,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1034161,Right,7,Right,733,-42,-37,None,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1041423,Right,3,Right,500,5,7,Sound_1,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1048886,Left,1,Left,504,33,31,None,Congruent,y,1,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1056415,Left,7,Left,465,1,0,Sound_1,None,y,7,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1063878,Right,2,Right,500,-36,-30,None,None,y,2,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1072940,Left,4,Left,933,0,-1,None,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1081339,Right,6,Right,568,30,23,None,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1090932,Left,1,Left,698,-37,-36,Sound_1,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1100926,Right,5,Right,532,45,43,Sound_1,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1108454,Left,6,Left,832,-2,-2,None,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1117250,Left,8,Left,466,-39,-38,Sound_1,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1126845,Left,1,Left,498,38,36,Sound_1,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1137706,Left,8,Left,465,-55,-56,None,Congruent,y,8,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1145169,Left,2,Right,532,1,0,Sound_1,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,0,1
1152564,Left,7,Left,633,52,56,None,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1161727,Left,3,Left,499,-45,-43,Sound_1,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1169124,Right,8,Left,564,-1,-1,Sound_1,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,0,1
1177151,Right,3,Right,531,-42,-40,Sound_1,Congruent,y,3,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1186646,Left,4,Left,600,46,50,Sound_1,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1194242,Left,7,Left,632,-1,0,None,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1202703,Right,8,Right,499,-34,-33,Sound_1,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1210199,Right,5,Right,464,7,2,Sound_1,None,y,5,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1217660,Right,6,Right,566,-36,-36,None,Incongruent,y,6,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1227256,Left,7,Left,499,48,57,Sound_1,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1236784,Right,5,Right,564,-42,-41,Sound_1,Incongruent,y,5,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1244379,Right,2,Right,533,1,0,None,Congruent,y,2,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1251908,Right,6,Right,666,59,13,Sound_1,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1259504,Right,1,Right,466,-1,-1,Sound_1,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1266967,Left,6,Left,433,-39,-40,None,Incongruent,y,6,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1276430,Left,6,Left,665,58,59,Sound_1,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1284126,Right,4,Right,464,-1,-3,Sound_1,Congruent,y,4,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1291587,Left,7,Left,500,50,48,None,Congruent,y,7,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1302315,Left,7,Left,498,-39,-38,Sound_1,Congruent,y,7,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1310543,Right,6,Right,566,7,1,Sound_1,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1318105,Left,8,Left,699,46,48,None,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1325335,Right,3,Right,432,0,-1,None,None,y,3,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1332765,Left,3,Left,665,-33,-36,None,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1339894,Right,4,Right,598,1,0,None,Incongruent,y,4,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1347489,Right,8,Right,499,-32,-31,None,None,y,8,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1356986,Right,4,Right,530,52,56,Sound_1,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1367711,Right,1,Right,665,-34,-44,Sound_1,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1379272,Right,1,Right,632,4,0,None,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1387699,Right,3,Right,399,40,41,Sound_1,None,y,3,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1397095,Right,5,Right,532,-42,-37,Sound_1,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1406623,Right,5,Right,632,36,36,None,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1413719,Right,5,Right,599,-2,-4,None,None,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1422148,Left,1,Left,766,52,55,None,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1432178,Right,4,Right,597,-34,-29,None,Congruent,y,4,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1445769,Left,5,Left,533,46,33,Sound_1,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1453334,Right,8,Right,403,-2,-2,Sound_1,None,y,8,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1460729,Right,2,Right,398,37,37,Sound_1,Congruent,y,2,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1468127,Left,8,Left,930,-1,-3,Sound_1,Incongruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1476654,Right,6,Right,599,-36,-32,None,Congruent,n,NA,1,RT_6-1,experiment,rt,Other,Right,20,1,0
1483817,Right,6,Right,535,5,2,None,None,y,6,1,RT_6-1,experiment,rt,Other,Right,20,1,0
