,subj,stimType,stimPos,resp,rt,initWheelPos,finalWheelPos,tone,flanker,cue,cuePos,trialNum,phase,bias,sex,hand,age,acc,err,rt_mean,rt_clean
24,RT_9-1,Right,7,Right,636,-43,-40,Sound_1,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,636.0
25,RT_9-1,Right,2,Right,498,37,38,Sound_1,Congruent,y,2.0,1,experiment,rt,Male,Right,21,1,0,590.21875,498.0
26,RT_9-1,Right,6,Left,666,-31,-32,None,Congruent,n,,1,experiment,rt,Male,Right,21,0,1,590.21875,666.0
27,RT_9-1,Left,4,Left,765,3,-5,None,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,765.0
28,RT_9-1,Left,6,Left,666,43,39,Sound_1,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,666.0
29,RT_9-1,Right,5,Right,766,4,0,None,Congruent,y,5.0,1,experiment,rt,Male,Right,21,1,0,590.21875,766.0
30,RT_9-1,Left,5,Left,732,-31,-32,None,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,732.0
31,RT_9-1,Left,7,Left,564,33,32,Sound_1,Incongruent,y,7.0,1,experiment,rt,Male,Right,21,1,0,622.296875,564.0
32,RT_9-1,Left,6,Left,531,-41,-30,None,Incongruent,y,6.0,1,experiment,rt,Male,Right,21,1,0,622.296875,531.0
33,RT_9-1,Right,3,Right,599,35,35,Sound_1,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,599.0
34,RT_9-1,Left,7,Left,699,-43,-44,Sound_1,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,699.0
35,RT_9-1,Right,7,Right,565,48,47,None,None,y,7.0,1,experiment,rt,Male,Right,21,1,0,577.90625,565.0
36,RT_9-1,Left,3,Left,699,-2,-1,None,Congruent,y,3.0,1,experiment,rt,Male,Right,21,1,0,590.21875,699.0
37,RT_9-1,Right,1,Right,799,-52,-50,None,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,799.0
38,RT_9-1,Right,7,Right,599,45,42,None,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,599.0
39,RT_9-1,Left,1,Left,564,-46,-46,Sound_1,Congruent,y,1.0,1,experiment,rt,Male,Right,21,1,0,590.21875,564.0
40,RT_9-1,Right,5,Right,465,34,29,Sound_1,Congruent,y,5.0,1,experiment,rt,Male,Right,21,1,0,590.21875,465.0
41,RT_9-1,Left,8,Left,598,-37,-34,None,Congruent,y,8.0,1,experiment,rt,Male,Right,21,1,0,590.21875,598.0
42,RT_9-1,Right,4,Right,499,33,34,None,None,y,4.0,1,experiment,rt,Male,Right,21,1,0,577.90625,499.0
43,RT_9-1,Left,5,Left,832,-41,-40,Sound_1,Incongruent,y,5.0,1,experiment,rt,Male,Right,21,1,0,622.296875,832.0
44,RT_9-1,Right,4,Right,566,45,44,None,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,566.0
45,RT_9-1,Left,5,Left,565,-57,-28,None,Congruent,y,5.0,1,experiment,rt,Male,Right,21,1,0,590.21875,565.0
46,RT_9-1,Right,6,Right,564,0,-2,Sound_1,Incongruent,y,6.0,1,experiment,rt,Male,Right,21,1,0,622.296875,564.0
47,RT_9-1,Left,3,Left,665,42,41,Sound_1,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,665.0
48,RT_9-1,Left,7,Left,732,-54,-55,None,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,732.0
49,RT_9-1,Right,5,Right,566,5,0,Sound_1,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,566.0
50,RT_9-1,Right,3,Right,733,42,40,None,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,733.0
51,RT_9-1,Left,2,Left,598,-40,-39,Sound_1,Incongruent,y,2.0,1,experiment,rt,Male,Right,21,1,0,622.296875,598.0
52,RT_9-1,Left,1,Left,732,49,47,None,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,732.0
53,RT_9-1,Left,6,Left,532,-48,-47,Sound_1,None,y,6.0,1,experiment,rt,Male,Right,21,1,0,577.90625,532.0
54,RT_9-1,Left,1,Left,633,4,-4,Sound_1,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,633.0
55,RT_9-1,Left,2,Left,531,40,39,Sound_1,None,y,2.0,1,experiment,rt,Male,Right,21,1,0,577.90625,531.0
56,RT_9-1,Right,3,Right,832,-39,-33,Sound_1,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,832.0
57,RT_9-1,Right,6,Right,699,34,34,None,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,699.0
58,RT_9-1,Right,1,Right,498,-2,0,Sound_1,Congruent,y,1.0,1,experiment,rt,Male,Right,21,1,0,590.21875,498.0
59,RT_9-1,Right,2,Right,466,-45,-45,Sound_1,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,466.0
60,RT_9-1,Right,4,Right,465,-3,0,Sound_1,Congruent,y,4.0,1,experiment,rt,Male,Right,21,1,0,590.21875,465.0
61,RT_9-1,Left,7,Left,599,-38,-37,None,None,y,7.0,1,experiment,rt,Male,Right,21,1,0,577.90625,599.0
62,RT_9-1,Left,8,Left,532,40,45,Sound_1,None,y,8.0,1,experiment,rt,Male,Right,21,1,0,577.90625,532.0
63,RT_9-1,Right,2,Right,499,-2,0,None,Congruent,y,2.0,1,experiment,rt,Male,Right,21,1,0,590.21875,499.0
64,RT_9-1,Left,3,Left,566,-47,-46,None,Incongruent,y,3.0,1,experiment,rt,Male,Right,21,1,0,622.296875,566.0
65,RT_9-1,Left,6,Left,699,0,-3,None,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,699.0
66,RT_9-1,Right,5,Right,532,35,33,None,Incongruent,y,5.0,1,experiment,rt,Male,Right,21,1,0,622.296875,532.0
67,RT_9-1,Right,7,Left,497,-3,-4,Sound_1,Congruent,y,7.0,1,experiment,rt,Male,Right,21,0,1,590.21875,497.0
68,RT_9-1,Right,2,Right,532,37,37,None,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,532.0
69,RT_9-1,Left,2,Left,498,-3,-4,Sound_1,Congruent,y,2.0,1,experiment,rt,Male,Right,21,1,0,590.21875,498.0
70,RT_9-1,Right,1,Right,932,42,40,None,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,932.0
71,RT_9-1,Left,8,Right,532,-1,-1,Sound_1,Congruent,y,8.0,1,experiment,rt,Male,Right,21,0,1,590.21875,532.0
72,RT_9-1,Left,5,Left,665,-32,-35,Sound_1,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,665.0
73,RT_9-1,Right,1,Right,498,0,-2,Sound_1,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,498.0
74,RT_9-1,Right,4,Right,598,35,36,Sound_1,Incongruent,y,4.0,1,experiment,rt,Male,Right,21,1,0,622.296875,598.0
75,RT_9-1,Right,8,Right,598,-32,-33,Sound_1,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,598.0
76,RT_9-1,Left,2,Left,668,38,34,None,Incongruent,y,2.0,1,experiment,rt,Male,Right,21,1,0,622.296875,668.0
77,RT_9-1,Right,6,Right,698,-45,-41,Sound_1,Congruent,y,6.0,1,experiment,rt,Male,Right,21,1,0,590.21875,698.0
78,RT_9-1,Right,2,Right,666,0,0,Sound_1,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,666.0
79,RT_9-1,Right,7,Right,532,43,39,Sound_1,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,532.0
80,RT_9-1,Left,4,Left,531,-2,0,Sound_1,None,y,4.0,1,experiment,rt,Male,Right,21,1,0,577.90625,531.0
81,RT_9-1,Left,5,Left,732,34,32,Sound_1,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,732.0
82,RT_9-1,Right,3,Right,531,2,0,Sound_1,Incongruent,y,3.0,1,experiment,rt,Male,Right,21,1,0,622.296875,531.0
83,RT_9-1,Right,1,Right,567,-43,-29,Sound_1,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,567.0
84,RT_9-1,Right,7,Right,566,3,-1,Sound_1,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,566.0
85,RT_9-1,Left,6,Left,699,37,32,None,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,699.0
86,RT_9-1,Right,8,Right,566,-1,1,None,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,566.0
87,RT_9-1,Left,5,Left,599,47,44,None,Incongruent,y,5.0,1,experiment,rt,Male,Right,21,1,0,622.296875,599.0
88,RT_9-1,Right,5,Right,498,-34,-33,Sound_1,Incongruent,y,5.0,1,experiment,rt,Male,Right,21,1,0,622.296875,498.0
89,RT_9-1,Left,7,Left,799,38,33,None,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,799.0
90,RT_9-1,Right,3,Right,668,-30,-41,None,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,668.0
91,RT_9-1,Left,7,Left,733,4,0,None,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,733.0
92,RT_9-1,Left,1,Left,598,45,41,Sound_1,Incongruent,y,1.0,1,experiment,rt,Male,Right,21,1,0,622.296875,598.0
93,RT_9-1,Left,1,Left,531,-3,0,Sound_1,None,y,1.0,1,experiment,rt,Male,Right,21,1,0,577.90625,531.0
94,RT_9-1,Right,8,Right,599,30,46,Sound_1,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,599.0
95,RT_9-1,Left,8,Left,665,-37,-38,Sound_1,Incongruent,y,8.0,1,experiment,rt,Male,Right,21,1,0,622.296875,665.0
96,RT_9-1,Right,6,Right,565,35,34,Sound_1,None,y,6.0,1,experiment,rt,Male,Right,21,1,0,577.90625,565.0
97,RT_9-1,Left,8,Left,632,-33,-31,Sound_1,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,632.0
98,RT_9-1,Left,8,Left,833,33,33,None,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,833.0
99,RT_9-1,Left,4,Left,565,-7,0,None,Incongruent,y,4.0,1,experiment,rt,Male,Right,21,1,0,622.296875,565.0
100,RT_9-1,Left,2,Left,732,35,33,Sound_1,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,732.0
101,RT_9-1,Left,5,Left,732,0,1,None,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,732.0
102,RT_9-1,Left,4,Left,599,34,32,Sound_1,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,599.0
103,RT_9-1,Left,3,Left,699,0,2,None,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,699.0
104,RT_9-1,Left,2,Left,666,-33,-31,Sound_1,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,666.0
105,RT_9-1,Right,6,Right,599,5,0,Sound_1,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,599.0
106,RT_9-1,Right,6,Right,499,-35,-34,Sound_1,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,499.0
107,RT_9-1,Left,5,Left,531,0,-3,Sound_1,Congruent,y,5.0,1,experiment,rt,Male,Right,21,1,0,590.21875,531.0
108,RT_9-1,Left,3,Left,599,30,30,None,None,y,3.0,1,experiment,rt,Male,Right,21,1,0,577.90625,599.0
109,RT_9-1,Right,4,Right,632,-5,-1,None,Incongruent,y,4.0,1,experiment,rt,Male,Right,21,1,0,622.296875,632.0
110,RT_9-1,Left,1,Left,766,-39,-39,None,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,766.0
111,RT_9-1,Right,3,Right,599,0,-2,Sound_1,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,599.0
112,RT_9-1,Right,3,Right,566,-32,-33,None,Incongruent,y,3.0,1,experiment,rt,Male,Right,21,1,0,622.296875,566.0
113,RT_9-1,Left,4,Left,498,36,34,None,Congruent,y,4.0,1,experiment,rt,Male,Right,21,1,0,590.21875,498.0
114,RT_9-1,Right,4,Right,567,-3,-1,None,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,567.0
115,RT_9-1,Right,1,Right,498,35,36,Sound_1,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,498.0
116,RT_9-1,Left,5,Left,533,5,-2,None,None,y,5.0,1,experiment,rt,Male,Right,21,1,0,577.90625,533.0
117,RT_9-1,Left,3,Left,533,-37,-39,Sound_1,None,y,3.0,1,experiment,rt,Male,Right,21,1,0,577.90625,533.0
118,RT_9-1,Left,6,Left,532,35,35,Sound_1,Congruent,y,6.0,1,experiment,rt,Male,Right,21,1,0,590.21875,532.0
119,RT_9-1,Right,8,Right,598,-4,0,None,Congruent,y,8.0,1,experiment,rt,Male,Right,21,1,0,590.21875,598.0
120,RT_9-1,Left,7,Left,499,37,37,Sound_1,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,499.0
121,RT_9-1,Left,4,Left,666,-31,-31,None,None,y,4.0,1,experiment,rt,Male,Right,21,1,0,577.90625,666.0
122,RT_9-1,Right,8,Right,563,35,37,Sound_1,Congruent,y,8.0,1,experiment,rt,Male,Right,21,1,0,590.21875,563.0
123,RT_9-1,Right,8,Right,499,-30,-30,None,None,y,8.0,1,experiment,rt,Male,Right,21,1,0,577.90625,499.0
124,RT_9-1,Right,6,Right,699,0,1,None,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,699.0
125,RT_9-1,Left,3,Left,665,-38,-38,None,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,665.0
126,RT_9-1,Left,5,Left,532,31,30,Sound_1,None,y,5.0,1,experiment,rt,Male,Right,21,1,0,577.90625,532.0
127,RT_9-1,Right,5,Right,466,-2,0,Sound_1,None,y,5.0,1,experiment,rt,Male,Right,21,1,0,577.90625,466.0
128,RT_9-1,Left,8,Left,533,34,32,Sound_1,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,533.0
129,RT_9-1,Left,4,Left,633,0,0,Sound_1,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,633.0
130,RT_9-1,Right,7,Right,531,-31,-30,Sound_1,None,y,7.0,1,experiment,rt,Male,Right,21,1,0,577.90625,531.0
131,RT_9-1,Right,5,Right,765,32,36,None,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,765.0
132,RT_9-1,Right,4,Right,565,-39,-37,Sound_1,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,565.0
133,RT_9-1,Left,7,Left,500,3,-3,None,Incongruent,y,7.0,1,experiment,rt,Male,Right,21,1,0,622.296875,500.0
134,RT_9-1,Right,8,Right,632,39,34,None,Incongruent,y,8.0,1,experiment,rt,Male,Right,21,1,0,622.296875,632.0
135,RT_9-1,Right,7,Right,566,-43,-44,None,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,566.0
136,RT_9-1,Left,4,Left,531,31,30,Sound_1,Incongruent,y,4.0,1,experiment,rt,Male,Right,21,1,0,622.296875,531.0
137,RT_9-1,Right,6,Right,499,-3,-2,None,None,y,6.0,1,experiment,rt,Male,Right,21,1,0,577.90625,499.0
138,RT_9-1,Right,5,Right,699,-34,-34,None,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,699.0
139,RT_9-1,Right,8,Right,599,35,32,None,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,599.0
140,RT_9-1,Right,2,Right,533,-38,-37,None,None,y,2.0,1,experiment,rt,Male,Right,21,1,0,577.90625,533.0
141,RT_9-1,Right,2,Right,431,-1,-1,Sound_1,None,y,2.0,1,experiment,rt,Male,Right,21,1,0,577.90625,431.0
142,RT_9-1,Right,1,Right,432,-40,-40,Sound_1,None,y,1.0,1,experiment,rt,Male,Right,21,1,0,577.90625,432.0
143,RT_9-1,Left,7,Left,499,32,29,None,Congruent,y,7.0,1,experiment,rt,Male,Right,21,1,0,590.21875,499.0
144,RT_9-1,Right,7,Right,632,0,1,None,Incongruent,y,7.0,1,experiment,rt,Male,Right,21,1,0,622.296875,632.0
145,RT_9-1,Left,4,Left,800,-44,-43,None,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,800.0
146,RT_9-1,Left,3,Left,533,0,-4,Sound_1,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,533.0
147,RT_9-1,Right,4,Left,532,-40,-40,None,Congruent,y,4.0,1,experiment,rt,Male,Right,21,0,1,590.21875,532.0
148,RT_9-1,Right,1,Right,466,8,3,None,Incongruent,y,1.0,1,experiment,rt,Male,Right,21,1,0,622.296875,466.0
149,RT_9-1,Right,1,Right,532,-43,-40,None,Congruent,y,1.0,1,experiment,rt,Male,Right,21,1,0,590.21875,532.0
150,RT_9-1,Left,8,Left,632,33,28,None,Incongruent,y,8.0,1,experiment,rt,Male,Right,21,1,0,622.296875,632.0
151,RT_9-1,Left,6,Left,699,-4,-1,Sound_1,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,699.0
152,RT_9-1,Right,4,Right,499,41,41,Sound_1,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,499.0
153,RT_9-1,Left,2,Left,532,-35,-36,None,Congruent,y,2.0,1,experiment,rt,Male,Right,21,1,0,590.21875,532.0
154,RT_9-1,Right,3,Right,465,3,0,None,None,y,3.0,1,experiment,rt,Male,Right,21,1,0,577.90625,465.0
155,RT_9-1,Right,7,Right,598,31,31,Sound_1,Incongruent,y,7.0,1,experiment,rt,Male,Right,21,1,0,622.296875,598.0
156,RT_9-1,Left,3,Left,632,-43,-45,Sound_1,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,632.0
157,RT_9-1,Right,2,Right,499,37,38,None,Incongruent,y,2.0,1,experiment,rt,Male,Right,21,1,0,622.296875,499.0
158,RT_9-1,Right,8,Right,531,-1,0,Sound_1,None,y,8.0,1,experiment,rt,Male,Right,21,1,0,577.90625,531.0
159,RT_9-1,Left,5,Left,766,30,29,None,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,766.0
160,RT_9-1,Right,7,Left,499,-51,-50,None,Congruent,y,7.0,1,experiment,rt,Male,Right,21,0,1,590.21875,499.0
161,RT_9-1,Right,3,Right,566,1,1,None,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,566.0
162,RT_9-1,Right,1,Right,499,33,33,None,None,y,1.0,1,experiment,rt,Male,Right,21,1,0,577.90625,499.0
163,RT_9-1,Left,4,Left,630,-34,-41,Sound_1,Congruent,y,4.0,1,experiment,rt,Male,Right,21,1,0,590.21875,630.0
164,RT_9-1,Left,6,Left,631,0,-2,Sound_1,Incongruent,y,6.0,1,experiment,rt,Male,Right,21,1,0,622.296875,631.0
165,RT_9-1,Right,1,Right,497,31,32,Sound_1,Incongruent,y,1.0,1,experiment,rt,Male,Right,21,1,0,622.296875,497.0
166,RT_9-1,Right,2,Right,633,-39,-38,None,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,633.0
167,RT_9-1,Right,2,Right,632,2,-1,None,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,632.0
168,RT_9-1,Left,8,Left,732,-48,-47,None,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,732.0
169,RT_9-1,Right,3,Right,499,44,42,None,Congruent,y,3.0,1,experiment,rt,Male,Right,21,1,0,590.21875,499.0
170,RT_9-1,Right,8,Right,465,-46,-45,Sound_1,Incongruent,y,8.0,1,experiment,rt,Male,Right,21,1,0,622.296875,465.0
171,RT_9-1,Right,5,Right,732,0,-3,None,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,732.0
172,RT_9-1,Left,3,Left,799,36,36,None,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,799.0
173,RT_9-1,Left,3,Left,664,-5,-3,Sound_1,Incongruent,y,3.0,1,experiment,rt,Male,Right,21,1,0,622.296875,664.0
174,RT_9-1,Right,2,Right,465,-34,-32,Sound_1,Incongruent,y,2.0,1,experiment,rt,Male,Right,21,1,0,622.296875,465.0
175,RT_9-1,Left,8,Left,632,2,-1,Sound_1,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,632.0
176,RT_9-1,Right,8,Right,566,-37,-38,None,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,566.0
177,RT_9-1,Left,6,Left,565,-1,-4,None,Congruent,y,6.0,1,experiment,rt,Male,Right,21,1,0,590.21875,565.0
178,RT_9-1,Right,5,Right,499,34,36,Sound_1,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,499.0
179,RT_9-1,Left,8,Left,532,-7,-6,None,None,y,8.0,1,experiment,rt,Male,Right,21,1,0,577.90625,532.0
180,RT_9-1,Right,3,Right,464,34,36,Sound_1,None,y,3.0,1,experiment,rt,Male,Right,21,1,0,577.90625,464.0
181,RT_9-1,Left,7,Left,431,-2,0,Sound_1,None,y,7.0,1,experiment,rt,Male,Right,21,1,0,577.90625,431.0
182,RT_9-1,Left,6,Left,567,-41,-41,None,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,567.0
183,RT_9-1,Left,4,Left,833,34,31,None,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,833.0
184,RT_9-1,Left,6,Left,532,-43,-42,Sound_1,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,532.0
185,RT_9-1,Left,8,Left,671,0,-3,None,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,671.0
186,RT_9-1,Left,3,Left,498,36,33,Sound_1,Congruent,y,3.0,1,experiment,rt,Male,Right,21,1,0,590.21875,498.0
187,RT_9-1,Right,7,Right,699,-9,-2,None,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,699.0
188,RT_9-1,Right,4,Right,436,-36,-37,Sound_1,None,y,4.0,1,experiment,rt,Male,Right,21,1,0,577.90625,436.0
189,RT_9-1,Left,6,Left,432,37,36,None,None,y,6.0,1,experiment,rt,Male,Right,21,1,0,577.90625,432.0
190,RT_9-1,Left,2,Left,702,-3,-3,None,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,702.0
191,RT_9-1,Right,6,Right,599,36,35,Sound_1,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,599.0
192,RT_9-1,Left,1,Left,699,-2,-3,None,Incongruent,y,1.0,1,experiment,rt,Male,Right,21,1,0,622.296875,699.0
193,RT_9-1,Left,1,Left,700,-41,-36,Sound_1,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,700.0
194,RT_9-1,Left,1,Left,571,37,37,Sound_1,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,571.0
195,RT_9-1,Right,4,Right,636,-49,-48,None,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,636.0
196,RT_9-1,Left,1,Left,537,40,38,None,Congruent,y,1.0,1,experiment,rt,Male,Right,21,1,0,590.21875,537.0
197,RT_9-1,Right,5,Right,470,-54,-48,None,None,y,5.0,1,experiment,rt,Male,Right,21,1,0,577.90625,470.0
198,RT_9-1,Left,2,Left,599,0,-4,Sound_1,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,599.0
199,RT_9-1,Right,5,Right,499,-40,-37,Sound_1,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,499.0
200,RT_9-1,Left,1,Left,769,0,-1,None,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,769.0
201,RT_9-1,Left,7,Left,531,-41,-41,Sound_1,Congruent,y,7.0,1,experiment,rt,Male,Right,21,1,0,590.21875,531.0
202,RT_9-1,Left,7,Left,502,3,-1,Sound_1,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,502.0
203,RT_9-1,Left,2,Left,666,-35,-35,None,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,666.0
204,RT_9-1,Right,4,Right,505,3,1,Sound_1,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,505.0
205,RT_9-1,Left,1,Left,532,-35,-36,None,None,y,1.0,1,experiment,rt,Male,Right,21,1,0,577.90625,532.0
206,RT_9-1,Left,5,Left,633,-1,-2,Sound_1,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,633.0
207,RT_9-1,Left,4,Left,567,-37,-36,Sound_1,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,567.0
208,RT_9-1,Left,2,Left,600,2,0,None,None,y,2.0,1,experiment,rt,Male,Right,21,1,0,577.90625,600.0
209,RT_9-1,Right,2,Right,466,32,34,Sound_1,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,466.0
210,RT_9-1,Right,3,Right,498,-48,-48,Sound_1,Congruent,y,3.0,1,experiment,rt,Male,Right,21,1,0,590.21875,498.0
211,RT_9-1,Right,6,Right,604,32,32,None,Congruent,y,6.0,1,experiment,rt,Male,Right,21,1,0,590.21875,604.0
212,RT_9-1,Right,6,Right,599,-36,-41,None,Incongruent,y,6.0,1,experiment,rt,Male,Right,21,1,0,622.296875,599.0
213,RT_9-1,Right,1,Right,638,8,3,None,Congruent,n,,1,experiment,rt,Male,Right,21,1,0,590.21875,638.0
214,RT_9-1,Left,2,Left,666,34,31,None,None,n,,1,experiment,rt,Male,Right,21,1,0,577.90625,666.0
215,RT_9-1,Right,8,Right,699,-4,-2,Sound_1,Incongruent,n,,1,experiment,rt,Male,Right,21,1,0,622.296875,699.0
240,RT_6-1,Right,5,Left,602,-1,1,Sound_1,Incongruent,n,,1,experiment,rt,Other,Right,20,0,1,626.3492063492064,602.0
241,RT_6-1,Right,1,Right,397,-38,-38,Sound_1,None,y,1.0,1,experiment,rt,Other,Right,20,1,0,538.4375,397.0
242,RT_6-1,Left,2,Left,498,0,-4,Sound_1,Congruent,y,2.0,1,experiment,rt,Other,Right,20,1,0,546.109375,498.0
243,RT_6-1,Right,4,Right,799,-40,-36,None,None,n,,1,experiment,rt,Other,Right,20,1,0,538.4375,799.0
244,RT_6-1,Right,8,Right,632,-7,0,None,None,n,,1,experiment,rt,Other,Right,20,1,0,538.4375,632.0
245,RT_6-1,Left,6,Left,466,-33,-28,Sound_1,Congruent,n,,1,experiment,rt,Other,Right,20,1,0,546.109375,466.0
246,RT_6-1,Left,1,Left,566,2,-2,Sound_1,Congruent,n,,1,experiment,rt,Other,Right,20,1,0,546.109375,566.0
247,RT_6-1,Right,4,Right,365,-47,-46,Sound_1,None,y,4.0,1,experiment,rt,Other,Right,20,1,0,538.4375,365.0
248,RT_6-1,Right,7,Right,836,43,42,None,Incongruent,n,,1,experiment,rt,Other,Right,20,1,0,626.3492063492064,836.0
249,RT_6-1,Right,2,Right,607,-2,3,None,None,n,,1,experiment,rt,Other,Right,20,1,0,538.4375,607.0
250,RT_6-1,Left,8,Right,599,-57,-56,None,Incongruent,n,,1,experiment,rt,Other,Right,20,0,1,626.3492063492064,599.0
251,RT_6-1,Left,5,Right,532,3,1,Sound_1,Incongruent,n,,1,experiment,rt,Other,Right,20,0,1,626.3492063492064,532.0
252,RT_6-1,Right,4,Right,802,30,38,None,Incongruent,n,,1,experiment,rt,Other,Right,20,1,0,626.3492063492064,802.0
253,RT_6-1,Left,1,Left,599,-1,-1,None,None,n,,1,experiment,rt,Other,Right,20,1,0,538.4375,599.0
254,RT_6-1,Right,2,Right,733,-33,-32,None,Incongruent,n,,1,experiment,rt,Other,Right,20,1,0,626.3492063492064,733.0
255,RT_6-1,Right,2,Right,473,44,42,None,Congruent,n,,1,experiment,rt,Other,Right,20,1,0,546.109375,473.0
