subj,stimType,stimPos,resp,rt,initWheelPos,finalWheelPos,tone,flanker,cue,cuePos,trialNum,phase,bias,sex,hand,age,acc,err
RT_5-1,Right,7,Right,599,51,51,Sound_1,Incongruent,y,7,1,experiment,rt,Female,Right,21,1,0
RT_5-1,Left,3,Left,799,0,-3,None,Incongruent,n,NA,1,experiment,rt,Female,Right,21,1,0
RT_5-1,Right,7,Right,800,40,41,None,Incongruent,n,NA,1,experiment,rt,Female,Right,21,1,0
RT_5-1,Right,7,Right,598,0,-3,Sound_1,Congruent,y,7,1,experiment,rt,Female,Right,21,1,0
RT_5-1,Right,2,None,1001,-39,-36,None,Incongruent,n,NA,1,experiment,rt,Female,Right,21,0,1
RT_5-1,Right,5,Right,564,50,43,Sound_1,Congruent,y,5,1,experiment,rt,Female,Right,21,1,0
RT_5-1,Left,6,Left,468,-57,-47,None,Incongruent,y,6,1,experiment,rt,Female,Right,21,1,0
RT_5-1,Left,4,Left,633,37,38,Sound_1,None,n,NA,1,experiment,rt,Female,Right,21,1,0
RT_5-1,Right,4,Right,699,7,5,None,Congruent,n,NA,1,experiment,rt,Female,Right,21,1,0
RT_5-1,Left,7,Left,500,-38,-34,None,None,y,7,1,experiment,rt,Female,Right,21,1,0
RT_5-1,Left,1,Left,766,1,2,None,None,n,NA,1,experiment,rt,Female,Right,21,1,0
RT_5-1,Left,1,Left,897,-41,-35,None,None,y,1,1,experiment,rt,Female,Right,21,1,0
RT_5-1,Right,2,Right,732,6,7,None,None,n,NA,1,experiment,rt,Female,Right,21,1,0
RT_5-1,Right,8,Right,998,-33,-31,None,None,y,8,1,experiment,rt,Female,Right,21,1,0
RT_5-1,Right,6,Right,731,5,6,Sound_1,Incongruent,y,6,1,experiment,rt,Female,Right,21,1,0
RT_5-1,Right,1,Right,698,-42,-33,Sound_1,None,y,1,1,experiment,rt,Female,Right,21,1,0
RT_5-1,Left,6,Left,833,34,32,None,Congruent,n,NA,1,experiment,rt,Female,Right,21,1,0
RT_5-1,Left,1,Left,899,-48,-41,Sound_1,Incongruent,n,NA,1,experiment,rt,Female,Right,21,1,0
RT_5-1,Right,7,Right,699,5,3,None,Incongruent,y,7,1,experiment,rt,Female,Right,21,1,0
RT_5-1,Left,4,Left,766,-43,-49,None,None,y,4,1,experiment,rt,Female,Right,21,1,0
RT_5-1,Right,3,Right,432,42,42,Sound_1,None,y,3,1,experiment,rt,Female,Right,21,1,0
RT_5-1,Left,5,Left,565,-52,-48,None,Congruent,y,5,1,experiment,rt,Female,Right,21,1,0
RT_5-1,Left,4,None,1001,55,53,None,Incongruent,n,NA,1,experiment,rt,Female,Right,21,0,1
RT_4-1,Right,5,None,1001,35,30,None,Congruent,n,NA,1,practice,rt,Male,Left,21,0,1
RT_4-1,Right,1,Right,599,8,8,None,Congruent,n,NA,1,practice,rt,Male,Left,21,1,0
RT_4-1,Left,3,Right,666,-35,-33,None,None,n,NA,1,practice,rt,Male,Left,21,0,1
RT_4-1,Left,5,Left,631,37,30,Sound_1,None,y,5,1,practice,rt,Male,Left,21,1,0
RT_4-1,Right,1,Right,466,-51,-35,None,Congruent,y,1,1,practice,rt,Male,Left,21,1,0
RT_4-1,Left,7,Left,532,0,0,Sound_1,Congruent,n,NA,1,practice,rt,Male,Left,21,1,0
RT_4-1,Left,5,Left,500,43,45,Sound_1,Congruent,n,NA,1,practice,rt,Male,Left,21,1,0
RT_4-1,Left,7,Left,633,-50,-48,None,Congruent,n,NA,1,practice,rt,Male,Left,21,1,0
RT_4-1,Left,4,Left,633,0,-3,None,None,n,NA,1,practice,rt,Male,Left,21,1,0
RT_4-1,Right,8,Right,532,41,44,None,Congruent,n,NA,1,practice,rt,Male,Left,21,1,0
RT_4-1,Right,7,Right,532,1,5,None,Congruent,n,NA,1,practice,rt,Male,Left,21,1,0
RT_4-1,Left,8,Left,633,55,49,None,None,n,NA,1,practice,rt,Male,Left,21,1,0
RT_4-1,Right,3,Right,566,1,5,None,None,y,3,1,practice,rt,Male,Left,21,1,0
RT_4-1,Right,3,Right,499,-55,-51,Sound_1,None,n,NA,1,practice,rt,Male,Left,21,1,0
RT_4-1,Right,2,Left,465,52,52,None,Incongruent,y,2,1,practice,rt,Male,Left,21,0,1
RT_4-1,Left,8,Left,698,0,4,Sound_1,Incongruent,n,NA,1,practice,rt,Male,Left,21,1,0
RT_4-1,Left,6,Left,464,47,47,Sound_1,Congruent,y,6,1,practice,rt,Male,Left,21,1,0
RT_4-1,Right,5,Right,765,-43,-28,None,Incongruent,n,NA,1,practice,rt,Male,Left,21,1,0
RT_4-1,Left,5,Left,599,37,33,None,None,n,NA,1,practice,rt,Male,Left,21,1,0
RT_4-1,Left,2,Left,632,-45,-34,Sound_1,None,n,NA,1,practice,rt,Male,Left,21,1,0
RT_4-1,Right,4,Right,699,41,33,None,Incongruent,n,NA,1,practice,rt,Male,Left,21,1,0
RT_4-1,Left,4,Left,565,-44,-47,Sound_1,Incongruent,n,NA,1,practice,rt,Male,Left,21,1,0
RT_4-1,Left,2,Left,599,39,45,Sound_1,None,y,2,1,practice,rt,Male,Left,21,1,0
RT_4-1,Right,8,Right,464,1,4,Sound_1,None,y,8,1,practice,rt,Male,Left,21,1,0
RT_4-1,Left,7,Left,565,46,47,None,Congruent,y,7,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,5,Left,466,-1,0,Sound_1,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,2,Right,465,42,45,Sound_1,Congruent,y,2,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,2,Left,533,2,0,None,None,n,NA,1,experiment,rt,Male,Left,21,0,1
RT_4-1,Left,2,Left,599,58,51,Sound_1,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,1,Right,532,-48,-45,None,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,3,Right,565,38,41,None,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,4,Left,599,4,9,None,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,7,Left,397,42,43,None,None,y,7,1,experiment,rt,Male,Left,21,0,1
RT_4-1,Right,8,Right,565,-44,-39,None,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,7,Right,564,42,42,Sound_1,Incongruent,y,7,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,2,Left,569,-38,-38,Sound_1,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,2,Right,499,38,39,Sound_1,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,5,Right,632,3,7,None,Congruent,y,5,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,2,Left,502,42,38,Sound_1,None,y,2,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,6,Right,505,4,2,None,None,y,6,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,7,Right,530,-49,-49,None,Congruent,y,7,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,5,Right,566,0,5,None,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,5,Left,531,-40,-38,Sound_1,Incongruent,y,5,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,8,Left,834,34,14,None,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,4,Left,634,-31,-19,Sound_1,Congruent,y,4,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,3,Right,465,-1,0,None,None,y,3,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,5,Left,498,-53,-53,Sound_1,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,8,Right,465,-3,-3,None,Congruent,y,8,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,6,Left,565,-33,-23,Sound_1,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,6,Right,630,-2,-2,None,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,8,Left,565,-35,-21,Sound_1,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,2,Left,501,-4,-4,None,None,y,2,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,6,Left,532,-37,-37,None,Incongruent,y,6,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,6,Right,568,35,32,Sound_1,None,y,6,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,1,Left,531,0,5,Sound_1,None,y,1,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,2,Left,597,-35,-27,Sound_1,Incongruent,y,2,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,1,Right,503,0,-1,Sound_1,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,7,Left,633,35,35,None,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,6,Right,597,-33,-31,None,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,2,Left,599,34,34,None,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,4,Right,598,-1,1,None,Incongruent,y,4,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,1,Right,466,33,40,None,None,y,1,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,8,Right,631,-39,-30,Sound_1,Incongruent,y,8,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,6,Right,532,33,31,None,Congruent,y,6,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,2,Left,732,3,3,Sound_1,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,2,Right,665,-55,-52,None,None,y,2,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,5,Left,501,-3,-3,None,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,7,Right,634,-47,-44,Sound_1,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,6,Right,632,37,41,None,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,3,Left,564,1,3,Sound_1,Incongruent,y,3,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,8,Right,601,47,49,None,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,7,Left,498,3,5,None,Incongruent,y,7,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,8,Right,532,-48,-48,None,None,y,8,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,6,Left,667,1,1,None,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,1,Right,498,-39,-35,Sound_1,None,y,1,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,7,Left,699,0,3,Sound_1,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,2,Right,465,-40,-40,Sound_1,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,3,Left,567,-1,-1,Sound_1,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,7,Right,663,46,47,Sound_1,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,3,Left,568,5,8,Sound_1,Congruent,n,NA,1,experiment,rt,Male,Left,21,0,1
RT_4-1,Right,2,Right,529,-35,-30,Sound_1,Incongruent,y,2,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,1,Left,532,39,39,None,Congruent,y,1,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,5,Right,562,3,0,Sound_1,None,y,5,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,3,Right,463,-32,-31,Sound_1,Congruent,y,3,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,8,Right,566,2,2,None,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,1,Left,631,36,34,Sound_1,Incongruent,y,1,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,2,Right,434,2,2,None,Congruent,y,2,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,6,Left,530,-30,-29,Sound_1,None,y,6,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,1,Right,499,32,30,Sound_1,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,7,Left,398,-3,0,Sound_1,None,y,7,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,2,Right,567,35,33,None,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,2,Right,468,4,7,Sound_1,Congruent,y,2,1,experiment,rt,Male,Left,21,0,1
RT_4-1,Right,3,Right,532,-32,-32,Sound_1,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,4,Left,366,5,0,Sound_1,None,y,4,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,5,Right,571,-32,-31,Sound_1,Incongruent,y,5,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,2,Right,498,35,36,None,Incongruent,y,2,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,4,Right,569,1,3,Sound_1,Congruent,y,4,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,5,Left,534,48,43,None,Incongruent,y,5,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,5,Left,533,7,5,None,None,y,5,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,5,Right,732,-31,-31,None,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,6,Right,599,37,35,Sound_1,Incongruent,n,NA,1,experiment,rt,Male,Left,21,0,1
RT_4-1,Right,3,Right,698,5,8,None,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,7,Right,564,-31,-30,Sound_1,None,y,7,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,6,Left,398,9,4,Sound_1,Incongruent,y,6,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,3,Left,564,41,39,None,None,y,3,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,1,Left,668,-30,-30,None,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,1,Left,570,39,45,Sound_1,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,8,Left,566,0,4,Sound_1,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,4,Left,532,33,33,Sound_1,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,7,Left,567,3,10,None,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,5,Left,633,38,36,None,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,2,Left,564,-34,-26,None,Congruent,y,2,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,8,Left,566,-1,1,None,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,5,Left,366,37,37,None,Incongruent,y,5,1,experiment,rt,Male,Left,21,0,1
RT_4-1,Right,6,Right,499,4,6,Sound_1,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,4,Left,499,57,57,None,Congruent,y,4,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,1,Right,565,-32,-34,None,Congruent,y,1,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,1,Left,666,1,5,None,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,2,Left,663,-39,-35,None,Incongruent,n,NA,1,experiment,rt,Male,Left,21,0,1
RT_4-1,Left,6,Left,532,44,40,None,None,y,6,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,3,Left,398,-39,-36,Sound_1,None,y,3,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,7,Right,665,3,2,None,Incongruent,y,7,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,4,Left,731,34,30,None,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,8,Left,501,6,6,None,None,y,8,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,3,Left,668,38,40,Sound_1,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,4,Left,534,5,5,None,Incongruent,y,4,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,4,Right,566,33,31,None,None,y,4,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,4,Right,635,-32,-29,None,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,7,Right,732,34,33,None,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,3,Right,799,-30,-25,None,Incongruent,y,3,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,8,Right,530,31,30,Sound_1,Congruent,y,8,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,3,Left,666,0,5,None,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,4,Right,566,-44,-46,None,Congruent,y,4,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,1,Right,496,35,29,Sound_1,Incongruent,y,1,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,4,Right,600,5,7,None,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,5,Right,533,31,30,Sound_1,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,5,Right,734,1,4,Sound_1,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,4,Right,533,34,34,Sound_1,Incongruent,y,4,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,3,Left,733,-29,-18,None,Incongruent,y,3,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,6,Right,632,32,30,Sound_1,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,4,Left,432,-36,-37,None,None,y,4,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,3,Right,365,38,39,Sound_1,None,y,3,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,6,Right,502,-1,1,Sound_1,Incongruent,y,6,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,3,Left,465,33,31,Sound_1,Congruent,y,3,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,8,Left,534,-1,2,Sound_1,Congruent,y,8,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,4,Left,565,-32,-33,None,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,3,Left,634,40,40,None,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,1,Left,466,-37,-35,None,None,y,1,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,3,Left,499,0,0,None,Congruent,y,3,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,4,Right,466,35,35,Sound_1,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,4,Right,536,3,9,Sound_1,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,7,Left,466,-34,-35,None,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,1,Right,603,-1,1,None,Incongruent,y,1,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,5,Left,533,-41,-39,None,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,6,Left,466,-1,-1,Sound_1,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,4,Right,334,-43,-42,Sound_1,None,y,4,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,8,Left,532,43,43,Sound_1,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,6,Right,731,-43,-22,None,Incongruent,y,6,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,1,Left,605,34,33,None,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,8,Right,499,7,6,Sound_1,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,6,Left,431,-47,-43,Sound_1,Congruent,y,6,1,experiment,rt,Male,Left,21,0,1
RT_4-1,Right,8,Right,469,37,35,Sound_1,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,3,Right,566,-37,-39,None,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,8,Left,529,34,37,Sound_1,None,y,8,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,1,Left,497,-34,-34,Sound_1,Congruent,y,1,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,7,Left,532,31,33,Sound_1,Incongruent,y,7,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,6,Right,633,-56,-54,Sound_1,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,1,Left,501,2,2,None,Incongruent,y,1,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,4,Right,698,-42,-35,Sound_1,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,4,Left,536,3,3,Sound_1,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,4,Right,699,40,40,None,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,3,Left,434,8,4,Sound_1,Incongruent,y,3,1,experiment,rt,Male,Left,21,0,1
RT_4-1,Right,8,Right,499,-32,-34,Sound_1,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,7,Left,533,36,39,Sound_1,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,2,Left,797,-31,-23,None,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,8,Right,597,42,36,None,Incongruent,y,8,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,7,Right,597,0,5,Sound_1,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,5,Right,532,-31,-24,Sound_1,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,1,Right,731,-1,-4,None,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,5,Left,498,39,38,Sound_1,None,y,5,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,7,Right,499,3,5,Sound_1,Congruent,y,7,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,3,Left,565,-39,-33,Sound_1,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,1,Left,566,-2,-1,Sound_1,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,7,Left,533,-41,-40,Sound_1,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,1,Right,497,-3,-6,Sound_1,Congruent,y,1,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,6,Left,597,38,35,None,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,1,Right,700,-37,-31,Sound_1,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,7,Right,567,-1,-1,None,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,5,Right,533,47,44,Sound_1,Congruent,y,5,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,6,Left,639,-35,-23,None,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,2,Left,633,-1,3,None,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,1,Left,835,-51,-51,Sound_1,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,5,Left,529,6,0,Sound_1,Congruent,y,5,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,8,Left,666,-33,-34,None,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,6,Left,503,40,39,Sound_1,Congruent,y,6,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,7,Left,466,-33,-30,Sound_1,Congruent,y,7,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,2,Left,600,35,41,None,Incongruent,y,2,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,5,Right,570,-36,-32,None,None,y,5,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,3,Right,502,32,29,None,Congruent,y,3,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,4,Left,501,-40,-38,Sound_1,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,2,Right,364,9,13,Sound_1,None,y,2,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,5,Right,600,30,32,None,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,7,Right,600,-41,-39,None,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,2,Left,533,-1,-1,Sound_1,Incongruent,n,NA,1,experiment,rt,Male,Left,21,0,1
RT_4-1,Left,7,Left,471,-35,-33,None,None,y,7,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,4,Left,666,42,44,Sound_1,Incongruent,y,4,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,8,Left,400,-36,-33,None,Congruent,y,8,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,8,Left,664,47,37,None,Incongruent,y,8,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,5,Left,499,-55,-50,None,Congruent,y,5,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,5,Left,464,33,29,Sound_1,Congruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,8,Right,465,0,5,Sound_1,None,y,8,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,1,Right,596,47,49,None,Incongruent,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,8,Left,565,-39,-46,Sound_1,Incongruent,y,8,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Right,3,Left,565,36,33,Sound_1,Incongruent,n,NA,1,experiment,rt,Male,Left,21,0,1
RT_4-1,Left,6,Left,499,0,2,None,Congruent,y,6,1,experiment,rt,Male,Left,21,1,0
RT_4-1,Left,3,Left,667,-35,-36,None,None,n,NA,1,experiment,rt,Male,Left,21,1,0
RT_3-1,Left,8,None,1001,32,19,None,None,n,NA,1,practice,rt,Female,Right,20,0,1
RT_3-1,Left,7,Left,799,-8,1,Sound_1,Congruent,n,NA,1,practice,rt,Female,Right,20,1,0
RT_3-1,Left,5,Left,665,33,34,Sound_1,Congruent,n,NA,1,practice,rt,Female,Right,20,1,0
RT_3-1,Left,4,None,1001,4,1,None,None,n,NA,1,practice,rt,Female,Right,20,0,1
RT_3-1,Right,2,Right,898,47,48,None,Incongruent,y,2,1,practice,rt,Female,Right,20,1,0
RT_3-1,Right,8,Right,698,-2,0,Sound_1,None,y,8,1,practice,rt,Female,Right,20,1,0
RT_3-1,Left,3,Left,865,-38,-40,None,None,n,NA,1,practice,rt,Female,Right,20,1,0
RT_3-1,Right,5,Right,865,34,35,None,Congruent,n,NA,1,practice,rt,Female,Right,20,1,0
RT_3-1,Right,1,Right,701,-37,-32,None,Congruent,y,1,1,practice,rt,Female,Right,20,1,0
RT_3-1,Left,5,Left,765,39,40,None,None,n,NA,1,practice,rt,Female,Right,20,1,0
RT_3-1,Left,7,Left,731,-33,-34,None,Congruent,n,NA,1,practice,rt,Female,Right,20,1,0
RT_3-1,Right,1,Right,732,0,0,None,Congruent,n,NA,1,practice,rt,Female,Right,20,1,0
