subj,stimType,stimPos,resp,rt,initWheelPos,finalWheelPos,tone,flanker,cue,cuePos,trialNum,phase,bias,sex,hand,age,acc,err
RT_1-1,Right,3,Right,799,51,52,None,None,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,6,Right,599,-30,-34,None,Congruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,8,Left,432,5,3,None,None,y,8,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,7,Left,265,-47,-44,None,Congruent,y,7,1,experiment,rt,Female,Right,20,0,1
RT_1-1,Left,3,Left,730,0,1,None,Congruent,y,3,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,4,Left,768,-50,-51,Sound_1,Incongruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,5,Left,998,9,-2,Sound_1,Incongruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,1,Left,831,-46,-43,None,Congruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,3,Left,666,5,4,Sound_1,None,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,1,Right,701,-48,-45,None,None,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,7,Left,665,38,36,Sound_1,Incongruent,y,7,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,2,Right,498,0,0,Sound_1,None,y,2,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,1,Left,566,-50,-48,Sound_1,Incongruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,5,Left,466,8,0,None,None,y,5,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,2,Right,665,42,44,None,Congruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,5,Left,432,-36,-36,Sound_1,None,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,7,Left,565,1,1,Sound_1,Congruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,7,Right,431,-42,-34,Sound_1,Incongruent,n,NA,1,experiment,rt,Female,Right,20,0,1
RT_1-1,Right,7,Right,598,7,6,None,Incongruent,y,7,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,6,Right,998,43,45,None,None,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,6,Right,499,-55,-55,Sound_1,None,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,1,Left,599,7,6,None,Incongruent,y,1,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,3,Right,501,-50,-50,Sound_1,None,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,2,Left,530,6,7,Sound_1,Congruent,y,2,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,8,Right,599,43,43,None,Congruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,3,Right,498,-7,-7,Sound_1,Incongruent,y,3,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,7,Left,668,-53,-53,None,None,y,7,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,5,Left,431,39,31,Sound_1,None,y,5,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,5,Left,397,-34,-35,Sound_1,Incongruent,y,5,1,experiment,rt,Female,Right,20,0,1
RT_1-1,Right,7,Right,700,2,2,None,Congruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,6,None,1001,29,16,Sound_1,Incongruent,n,NA,1,experiment,rt,Female,Right,20,0,1
RT_1-1,Right,6,Right,565,-40,-35,None,Incongruent,y,6,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,7,Left,498,31,32,None,Congruent,y,7,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,5,Right,565,1,6,None,Congruent,y,5,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,5,Right,731,52,52,None,Incongruent,y,5,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,2,Left,598,-38,-39,Sound_1,Incongruent,y,2,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,2,Left,600,33,35,None,Incongruent,y,2,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,3,Left,632,-32,-33,Sound_1,Congruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,1,None,1001,42,43,None,Incongruent,n,NA,1,experiment,rt,Female,Right,20,0,1
RT_1-1,Right,1,Right,464,-5,-2,Sound_1,Congruent,y,1,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,6,Left,636,56,53,Sound_1,Incongruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,5,Right,634,-36,-28,None,Incongruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,8,Left,665,4,2,None,Congruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,2,Left,699,-39,-38,None,Incongruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,8,Left,698,2,3,Sound_1,Congruent,y,8,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,5,Right,434,-39,-37,None,None,y,5,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,3,Left,598,36,34,None,None,y,3,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,4,Right,498,-2,-2,Sound_1,None,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,8,Right,698,-39,-40,None,None,y,8,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,4,Left,899,31,31,None,Incongruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,3,Left,734,-44,-44,None,None,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,4,Right,597,30,35,Sound_1,Incongruent,y,4,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,7,Left,497,-43,-42,Sound_1,Congruent,y,7,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,5,Left,798,0,4,None,Congruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,2,Right,730,30,44,Sound_1,Congruent,y,2,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,4,None,1001,-55,-54,None,None,n,NA,1,experiment,rt,Female,Right,20,0,1
RT_1-1,Left,1,Left,665,31,32,None,Congruent,y,1,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,2,Left,633,0,0,Sound_1,Incongruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,1,Right,697,47,46,Sound_1,Incongruent,y,1,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,1,Left,531,-11,-11,Sound_1,None,y,1,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,6,Right,597,40,29,Sound_1,None,y,6,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,5,Right,531,1,4,Sound_1,None,y,5,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,4,Left,598,-36,-35,Sound_1,Congruent,y,4,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,4,Left,563,4,1,Sound_1,None,y,4,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,6,Right,566,51,47,None,Congruent,y,6,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,7,Left,398,0,1,Sound_1,None,y,7,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,3,Left,730,56,47,None,Congruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,4,Left,598,3,4,Sound_1,Congruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,8,Left,733,-35,-37,None,Incongruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,4,Right,531,31,29,None,None,y,4,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,1,Right,398,-41,-40,Sound_1,None,y,1,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,2,Right,532,-2,-1,None,Congruent,y,2,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,3,Left,564,-42,-46,Sound_1,None,y,3,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,4,Right,565,31,30,Sound_1,Congruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,2,Right,432,-50,-49,None,None,y,2,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,3,Left,561,42,27,Sound_1,Congruent,y,3,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,6,Right,529,6,8,None,None,y,6,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,1,Right,598,40,32,Sound_1,Congruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,2,Left,734,-34,-36,None,Congruent,y,2,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,3,Right,365,31,32,Sound_1,None,y,3,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,4,Left,466,-45,-45,None,None,y,4,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,7,Right,563,4,2,Sound_1,Congruent,y,7,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,6,Left,465,-42,-41,Sound_1,Congruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,5,Left,599,36,37,None,None,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,1,Left,732,-2,0,None,None,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,4,Left,732,45,44,Sound_1,None,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,4,Left,599,-41,-46,Sound_1,Incongruent,n,NA,1,experiment,rt,Female,Right,20,0,1
RT_1-1,Left,5,Left,633,37,43,Sound_1,Congruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,3,Right,633,-44,-28,None,Incongruent,y,3,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,7,Left,565,3,5,None,None,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,5,Left,532,48,46,None,Incongruent,y,5,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,8,Right,630,-11,-8,Sound_1,None,y,8,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,2,Right,634,-38,-37,None,Incongruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,1,Right,732,35,36,None,Incongruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,7,Right,531,-40,-39,Sound_1,None,y,7,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,7,Right,468,40,36,Sound_1,Congruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,1,Left,566,-43,-45,Sound_1,Congruent,y,1,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,6,Right,501,3,2,Sound_1,Congruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,8,Right,434,49,42,None,Incongruent,y,8,1,experiment,rt,Female,Right,20,0,1
RT_1-1,Left,1,Left,601,-51,-52,None,None,y,1,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,1,Left,732,-1,-1,Sound_1,Congruent,n,NA,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,6,Left,498,41,44,None,None,y,6,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Left,7,Right,933,-55,-56,None,Congruent,n,NA,1,experiment,rt,Female,Right,20,0,1
RT_1-1,Right,3,Left,935,5,5,None,Incongruent,n,NA,1,experiment,rt,Female,Right,20,0,1
RT_1-1,Right,5,None,1001,55,54,Sound_1,None,n,NA,1,experiment,rt,Female,Right,20,0,1
RT_1-1,Left,8,None,1001,-47,-44,Sound_1,Incongruent,y,8,1,experiment,rt,Female,Right,20,0,1
RT_1-1,Right,8,None,1001,36,39,Sound_1,Congruent,y,8,1,experiment,rt,Female,Right,20,0,1
RT_1-1,Left,6,Left,498,-36,-39,Sound_1,None,y,6,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,8,None,1001,1,3,Sound_1,Incongruent,n,NA,1,experiment,rt,Female,Right,20,0,1
RT_1-1,Right,7,None,1001,49,34,None,Incongruent,n,NA,1,experiment,rt,Female,Right,20,0,1
RT_1-1,Left,5,None,1001,-40,-42,None,Incongruent,n,NA,1,experiment,rt,Female,Right,20,0,1
RT_1-1,Right,4,None,1001,3,2,None,Congruent,n,NA,1,experiment,rt,Female,Right,20,0,1
RT_1-1,Left,4,Left,831,45,42,Sound_1,Incongruent,y,4,1,experiment,rt,Female,Right,20,1,0
RT_1-1,Right,5,None,1001,-6,-3,Sound_1,Incongruent,n,NA,1,experiment,rt,Female,Right,20,0,1
ACC_8-1,Right,4,Right,664,-33,-30,Sound_1,None,y,4,1,practice,acc,Female,Right,20,1,0
ACC_8-1,Right,1,Right,964,42,39,Sound_1,Congruent,n,NA,1,practice,acc,Female,Right,20,1,0
ACC_8-1,Right,5,Right,732,-45,-47,None,None,y,5,1,practice,acc,Female,Right,20,1,0
ACC_8-1,Left,4,Left,833,-4,-2,None,None,n,NA,1,practice,acc,Female,Right,20,1,0
ACC_8-1,Right,1,Right,532,-47,-31,Sound_1,None,y,1,1,practice,acc,Female,Right,20,1,0
ACC_8-1,Right,6,Left,164,50,46,Sound_1,None,y,6,1,practice,acc,Female,Right,20,0,1
ACC_8-1,Left,8,Left,734,-32,-36,None,Congruent,y,8,1,practice,acc,Female,Right,20,1,0
ACC_8-1,Right,8,Right,664,2,-1,Sound_1,None,y,8,1,practice,acc,Female,Right,20,1,0
ACC_8-1,Left,6,Left,832,-51,-53,None,Incongruent,y,6,1,practice,acc,Female,Right,20,1,0
ACC_8-1,Right,1,Right,866,40,38,None,Incongruent,n,NA,1,practice,acc,Female,Right,20,1,0
ACC_8-1,Right,3,Right,798,0,0,Sound_1,Incongruent,y,3,1,practice,acc,Female,Right,20,1,0
ACC_8-1,Left,1,Left,831,49,43,Sound_1,None,n,NA,1,practice,acc,Female,Right,20,1,0
ACC_8-1,Left,3,Left,632,-40,-41,Sound_1,Congruent,n,NA,1,practice,acc,Female,Right,20,1,0
ACC_8-1,Left,4,Left,967,0,-3,Sound_1,Congruent,n,NA,1,practice,acc,Female,Right,20,1,0
ACC_8-1,Right,5,Right,697,51,58,Sound_1,Congruent,y,5,1,practice,acc,Female,Right,20,1,0
ACC_8-1,Right,2,Right,599,-58,-56,None,None,y,2,1,practice,acc,Female,Right,20,1,0
ACC_8-1,Right,7,Right,665,35,31,Sound_1,Congruent,n,NA,1,practice,acc,Female,Right,20,1,0
ACC_8-1,Right,7,Right,866,-1,-2,Sound_1,None,n,NA,1,practice,acc,Female,Right,20,1,0
ACC_8-1,Left,6,Left,799,57,53,None,Congruent,n,NA,1,practice,acc,Female,Right,20,1,0
ACC_8-1,Left,3,Left,903,-6,-2,Sound_1,None,n,NA,1,practice,acc,Female,Right,20,1,0
ACC_8-1,Left,7,Left,833,-45,-43,None,Congruent,n,NA,1,practice,acc,Female,Right,20,1,0
ACC_8-1,Left,2,Left,665,-3,-2,None,None,y,2,1,practice,acc,Female,Right,20,1,0
ACC_8-1,Right,4,Right,765,-48,-43,None,None,n,NA,1,practice,acc,Female,Right,20,1,0
ACC_8-1,Right,6,Right,798,-2,-2,None,None,y,6,1,practice,acc,Female,Right,20,1,0
ACC_8-1,Right,8,None,1001,-3,7,Sound_1,None,y,8,1,experiment,acc,Female,Right,20,0,1
ACC_8-1,Right,7,Right,698,-41,-38,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,6,Right,632,0,-1,None,None,y,6,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,1,Left,799,39,44,None,Incongruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,7,Left,632,2,-4,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,8,Right,533,42,44,Sound_1,Congruent,y,8,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,2,Right,932,6,-2,None,None,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,6,Right,665,-40,-39,None,Incongruent,y,6,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,3,Left,730,-2,-4,Sound_1,Incongruent,y,3,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,6,Right,497,-48,-45,Sound_1,Congruent,y,6,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,4,Left,797,58,56,Sound_1,Incongruent,y,4,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,1,Left,632,-5,-7,None,Incongruent,y,1,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,6,Left,799,-35,-45,None,Incongruent,y,6,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,8,Right,834,-1,-2,None,None,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,7,Left,598,38,38,Sound_1,Incongruent,y,7,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,2,Right,765,0,0,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,8,Right,764,-48,-50,Sound_1,Incongruent,y,8,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,6,Right,699,-3,-4,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,6,Right,767,39,38,None,None,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,1,Left,698,-2,-2,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,5,Right,798,-41,-43,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,4,None,1001,56,5,Sound_1,None,n,NA,1,experiment,acc,Female,Right,20,0,1
ACC_8-1,Right,8,Right,766,-2,-3,None,Congruent,y,8,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,3,None,1001,-53,-49,Sound_1,None,y,3,1,experiment,acc,Female,Right,20,0,1
ACC_8-1,Right,5,Right,832,-2,0,None,None,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,2,Right,964,-37,-32,Sound_1,Incongruent,y,2,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,5,Left,766,37,37,None,None,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,4,None,1001,4,-4,None,None,n,NA,1,experiment,acc,Female,Right,20,0,1
ACC_8-1,Left,4,None,1001,-59,-60,None,Congruent,n,NA,1,experiment,acc,Female,Right,20,0,1
ACC_8-1,Right,1,Right,699,51,43,None,Incongruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,7,Left,536,-42,-42,None,None,y,7,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,3,Right,532,45,41,None,Congruent,y,3,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,8,Left,835,-11,-10,Sound_1,Congruent,y,8,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,7,Left,567,32,29,Sound_1,None,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,4,Left,631,-39,-40,None,None,y,4,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,4,None,1001,41,29,None,Incongruent,n,NA,1,experiment,acc,Female,Right,20,0,1
ACC_8-1,Left,5,Right,599,-1,0,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,20,0,1
ACC_8-1,Right,7,Right,431,-43,-44,Sound_1,None,y,7,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,1,Left,667,36,32,Sound_1,Incongruent,y,1,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,4,Right,566,-54,-52,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,5,Left,566,51,45,None,Incongruent,y,5,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,6,Left,631,-8,0,Sound_1,None,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,3,None,1001,36,48,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,20,0,1
ACC_8-1,Right,2,Right,600,2,-1,Sound_1,None,y,2,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,1,Right,699,-54,-49,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,4,Left,565,0,0,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,4,Right,765,40,36,None,None,y,4,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,4,Left,732,-50,-62,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,5,Left,699,-2,-1,None,Congruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,6,Left,631,-42,-41,Sound_1,None,y,6,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,4,Left,666,-2,0,None,Incongruent,y,4,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,2,Left,733,-43,-41,None,Incongruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,8,Right,732,50,44,None,Incongruent,y,8,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,6,Left,598,-5,-4,None,Congruent,y,6,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,8,Right,531,36,37,Sound_1,None,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,7,Left,699,-1,-2,None,Incongruent,y,7,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,1,Left,665,-34,-34,None,Congruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,8,Left,567,-2,-2,None,None,y,8,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,8,Left,601,38,31,None,Incongruent,y,8,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,5,Right,532,0,-2,Sound_1,None,y,5,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,6,Right,665,38,31,None,Congruent,y,6,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,6,Left,665,-1,-2,Sound_1,Incongruent,y,6,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,5,Left,731,-48,-40,None,Congruent,y,5,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,3,Right,733,1,-1,None,Incongruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,3,Left,733,-37,-36,None,None,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,7,Right,698,43,38,Sound_1,Incongruent,y,7,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,7,Right,732,-3,-3,None,Incongruent,y,7,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,4,Right,834,33,33,None,Incongruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,4,Right,898,-3,-4,Sound_1,None,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,4,Left,800,33,34,None,Congruent,y,4,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,1,Right,565,-3,-1,Sound_1,None,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,6,Left,799,37,34,None,Congruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,7,Right,498,-1,0,Sound_1,Congruent,y,7,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,1,Right,531,43,25,Sound_1,Incongruent,y,1,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,7,Right,698,-43,-41,None,None,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,6,Right,664,0,-2,Sound_1,Incongruent,y,6,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,7,Right,733,39,36,None,None,y,7,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,8,Left,765,-32,-31,Sound_1,None,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,4,Left,631,0,1,Sound_1,None,y,4,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,1,Right,601,46,36,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,6,Right,900,-42,-42,Sound_1,None,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,4,Right,632,-7,-5,None,Incongruent,y,4,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,3,Right,632,39,34,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,3,Right,697,-3,-3,Sound_1,Incongruent,y,3,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,6,Left,564,30,32,Sound_1,Congruent,y,6,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,8,Left,699,-42,-39,None,Congruent,y,8,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,8,Left,865,42,43,None,None,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,2,Left,765,-1,-1,None,Congruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,8,Left,633,47,45,Sound_1,None,y,8,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,3,Left,865,-48,-41,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,8,None,1001,39,38,None,Congruent,n,NA,1,experiment,acc,Female,Right,20,0,1
ACC_8-1,Left,2,Left,900,-53,-49,Sound_1,None,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,5,Right,564,57,47,Sound_1,Congruent,y,5,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,7,Left,598,-46,-52,Sound_1,Congruent,y,7,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,1,Right,766,0,0,None,Congruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,1,Left,635,48,36,Sound_1,None,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,7,Right,699,0,0,Sound_1,None,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,7,Right,533,40,39,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,3,Right,534,-2,1,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,6,Left,765,39,38,Sound_1,Incongruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,6,Left,898,-59,-55,None,None,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,8,Left,733,1,0,None,Congruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,4,Right,732,40,39,Sound_1,Congruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,3,Right,799,-51,-46,None,Congruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,6,Left,832,47,43,None,None,y,6,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,1,Left,632,-52,-55,Sound_1,Congruent,y,1,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,6,Right,633,-1,0,None,Incongruent,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Right,3,Right,699,-37,-30,Sound_1,None,n,NA,1,experiment,acc,Female,Right,20,1,0
ACC_8-1,Left,1,Left,834,-1,-1,None,None,n,NA,1,experiment,acc,Female,Right,20,1,0
